index,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50
0,1.097106501226643,-1.488016474,-0.665640221,-0.384052215,0.7087389801907867,-0.37580265,0.5043997291010117,2.4721680600045244,0.6764369950790627,2.365708008457276,-0.822075357,-1.401834505,-0.063744211,1.4654746568386827,-0.859072101,1.1134321940777174,-0.950482813,-0.082480372,1.1220735242747213,-0.867868586,-0.056782646,-0.344955593,0.1059644309670049,-0.860413328,-0.712375343,-1.106935814,-0.953403533,0.38868103821837896,0.24667911259875386,-1.180049502,-0.803735638,-0.523135525,-0.303130595,0.7063931926145757,0.443393617,0.6543721366323392,-0.071387853,-0.68923842,0.5496750175595235,0.49143073416215377,1.4314898934969145,1.4966551675958952,0.18650503343679165,1.4515938325347786,0.9606483301079795,-1.321784519,0.2078104980207631,1.8992306244400132,0.2576657611661928,-1.618168304
1,-0.204682151,0.5175490325254644,0.361983466,-2.497529494,-0.04351161,-1.373894966,0.5170664502296164,-0.160107471,-0.219673894,-0.126356582,-1.074133169,0.026339444402543988,0.1828757324342957,-0.244163741,0.47613135613070756,-0.322907154,0.926147339,-0.657053211,0.7414284887118936,-0.145138862,0.9621053699952857,-0.632487976,0.18932404957625928,-1.431587651,0.022688194819736336,-0.724794481,-1.575493833,1.898540654,-0.591426609,0.49322822678686806,-1.872991159,1.641403295835135,0.38110874361707114,0.495743542,0.5850789755384731,1.8037250788644834,0.004319526,0.40824460458091755,-0.148909453,0.7627219744278333,-0.701789899,0.080471671,1.4389024327035718,-0.479714716,0.295693251,1.4923653710381373,0.8148914441047981,-0.318666212,0.20020924924677438,-1.067440359
2,-1.194109022,-1.099860713,0.8160954811130756,0.32416022357752877,0.452502072,1.4378788818570307,-0.257890064,0.3394251108084201,1.5726697047122986,-0.186314425,1.237257494760206,-0.073613859,1.0464537435850334,-0.841981211,-0.444953824,-0.654447971,1.3816101144700634,0.5321809043123473,-1.419468727,0.8284514379296617,0.18585885131507587,-0.43827614,-1.101722646,0.17473454483968578,0.18488148466908558,2.0770821285371452,1.5865929411011621,2.226780729643891,1.1186401404045974,-0.801392791,-1.737000995,0.7542543232086787,0.22880959845385715,0.8141828150081243,0.31677740600633525,-1.209946423,2.107094242514016,-0.658588375,0.698393364,0.20570318297524343,0.5506401594247511,-1.174390863,0.19138447597170666,0.010259237353006448,1.321764832717318,-0.385133091,0.601887842,-0.712893216,1.0966109609243937,1.3171282195758518
3,-0.04898896,-0.179351333,0.1296122506685716,-0.229303698,-0.865369586,-1.635221293,-1.568702456,0.42425504164075617,1.0647864776471843,-0.057269013,-0.69133669,-0.749127288,1.1548985826172975,-1.306905212,-1.566829172,-0.417865002,0.6942995359556658,-1.6670723,1.2702862859692703,0.627433915,-0.845186207,-1.243250273,1.027273522659205,-0.60745925,2.040967680679623,1.9362299864291344,0.7125773879890759,-0.664148984,0.41028108987848055,0.018647252174319194,2.5111188884279194,-0.090486495,-1.104741831,0.20674482933227056,0.19093207339058538,-0.459465494,-0.5069377,-0.831336214,0.8486861286980814,0.5805575110891454,-0.396590185,-0.470323219,-0.168277873,-0.222340747,-0.64140087,0.050344723,-0.146578564,-2.628577352,0.5536463808542885,-0.653578835
4,-0.08165435,1.4627300938397247,0.070830613,-0.288996737,-1.544820566,0.5922254757077522,-1.226484063,0.3014224893451686,-1.193335574,0.14856516962721728,0.17602083749102307,-0.81705307,-0.022323369,-0.354235424,-1.278072187,-0.139332282,0.7096764869903819,-0.24180043,-1.907030099,-0.403435293,-0.577273341,0.27709850584756124,0.7729971141809904,0.35440905051866706,0.35848835037728227,0.8797700321332756,0.6968189603266074,0.9763430382944169,-1.862342306,-0.31348301,1.125273211354746,-0.316484297,-0.64647348,1.8358160286519323,0.6927858688538583,0.5744342277311001,-1.344,-1.356098482,0.7101609227887032,0.47407370234286406,1.0021565605383356,0.5607126505855019,-0.238726294,0.33845815819663494,0.36761659016199744,0.072540998,-1.047029843,0.9136046462004477,-2.020957796,1.0321776329964178
5,1.0083204352617055,-0.30618558,1.1467408253168978,-0.396288662,-0.278010092,-0.438350161,0.004928349,0.43271120009640346,-0.368759941,-0.168048658,0.7974048503459632,-1.204485018,0.9097598236812497,1.7678103535378826,1.9722031638173163,-0.799270881,-1.321742998,-0.204913838,0.057000480717065864,0.10888298241943306,2.0257797640873836,1.053915573116813,-0.474774308,0.9933147358198966,-0.274257727,-0.04557705,2.084494576618793,0.4353297230686426,-0.179397629,-0.395458058,-0.331541611,0.15208967286675446,-0.172922681,-0.494794582,-0.72996934,-1.512048766,-0.943920087,-1.710685961,0.28900154617581597,0.2018675929451465,1.3570330200484535,-1.03875042,-0.959010095,-0.672015267,0.22376314775110842,0.2822042952841821,0.026366754,1.839448701002518,0.9804802168051503,-1.260380941
6,-0.022952319,-1.53249837,0.5781156976329591,-0.030705972,-0.824179745,0.35947875804170126,-0.328232891,-0.055279873,-0.41044202,0.5280754571023359,1.1058721180083901,-1.638205348,1.895,-1.087819852,-0.377468284,0.4259822894642178,0.5082494978672022,-1.85095466,-0.625785596,0.36712602755614643,-0.037876934,-0.494442253,-0.127480605,0.3753669336354553,-0.351710743,0.7036275939097597,0.32521929547126893,-1.539554094,-0.030042095,0.6991547278917836,-0.376278177,-0.892587577,-0.070091233,0.4885698860526658,0.7915694334226555,-0.906752108,-0.489119909,0.6493779311975102,0.5024211700833262,0.32076807488230386,-0.152518815,1.598095457,0.9917988444853086,0.4193294744382512,1.0247121324958743,-1.366259777,0.000957188,-1.954008622,1.9727210327722247,-3.197700417
7,-1.528616035,1.2192463890526353,0.30814094685802607,-1.230698434,-1.283657544,0.538816683,0.9511674317491051,0.1654141857455939,0.7215438251716898,-1.857724259,-0.149658517,-0.25871945,1.7715173956577712,1.021990725183291,1.384527420638607,-0.330347003,0.7172386637799577,0.7815514074373073,1.5384386996180732,-0.79242786,1.0703813815361403,-0.195055898,0.6828700270242036,-0.971849404,-1.278746237,-2.258845908,-0.918028777,0.8320024421310066,-2.637257336,0.10835637446447109,-1.957539156,-0.641809386,-0.166995241,-0.621030315,0.7448773649091076,0.19808375741427464,-0.075183554,2.2334128154345496,-0.763537267,0.4693038828663666,0.4068519009035356,0.7520077795120517,-0.033731886,-0.122034059,-1.199259999,-0.910051127,0.6020909610543146,1.9950287174619035,-0.531240825,-0.54401642
8,0.9153648194359693,-0.576476772,1.728206992885219,-0.520511605,-1.471715568,0.41817389038633807,-0.260386671,0.26011456463055416,-1.030953989,-1.630322101,-0.750347245,-0.178131169,0.031371988,0.4860511718950853,0.2323100559998469,1.335,0.5641014788010483,-0.809678277,0.5547217291098566,-1.568841482,-1.09830086,-1.830855356,-1.157069814,0.39056066225390423,0.17208149310371665,1.049134032538327,-0.422706329,-0.856521035,-0.588876789,-0.855646564,-1.035956689,-0.044754348,-0.065908549,-0.797803023,-0.158872526,-0.347106793,-1.199240412,-0.694636876,1.9575030360899333,0.5317127518346307,1.287933836414675,-1.080027409,-0.044537305,0.9187702502533941,0.06665914,-1.14171259,0.33309078698307854,-1.93878857,0.6618986591287868,1.0057652087945765
9,0.2701929601101681,-1.250425132,-0.189257333,0.3638800814121151,-0.592619394,-1.503271661,1.519409386836842,1.772560931844427,-0.571966576,-1.204647342,0.024349197,-0.249862954,0.47165170327810324,-1.559925131,-1.059372147,0.29567860964626547,-0.184842838,-0.571909477,0.4760657904595232,1.3430811234491662,-1.110417234,1.2571743646619444,0.9946353643606921,-0.529438367,-1.993088905,1.8222320119356925,-0.906070082,-0.23435485,-0.626022038,1.1362912732344999,1.3262042882560894,0.5433411099683716,-0.621267973,0.15457595685607708,-0.740498026,1.2925993298366065,1.0965848409472418,-0.668614195,-0.653086546,-0.219941667,1.302367504272773,0.6089500026115008,0.40345161081994224,-0.376196944,0.2237757588215554,-1.726477959,-0.383394959,-0.498779159,0.7296289300092017,-0.783406576
