,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
0,0.5666047087980174,0.6826704545454546,0.5688220230473752,0.4125994074536098,0.6959388185654009,0.34105827193570004,0.5818052594171996,0.8178889032091765,0.4972157092614302,0.46740538206936255,0.4940115731395506,0.8798202920254586,0.7176634214186369,0.7803617571059432,0.6825717168804959,0.9091100801349642,0.14472619368761802,0.7843986998916577,0.5315776016364101,0.5513821138211382,0.4822842310188189,0.4896561563703808,0.44862459546925565,0.40667084246789853,0.5050091717228729,0.5415609610505894,0.21304608019150212,0.2521823472356935,0.6272336575435421,0.5625147162703085,0.4201670198180232,0.502032235,0.34185072903132674,0.46287229702162386,0.32891246684350134,0.7892051557465092,0.516060526,0.3867652362062748,0.8451485636789545,0.6988989947343227,0.4476498733464678,0.2668179391350774,0.618538077,0.6723831300813009,0.5857630272952853,0.420432025,0.45449035256086473,0.7555804963212371,0.11700229416263067,0.34147812971342373,0.36922250089573627
1,0.7298636926889716,0.7839488636363637,0.6477272727272728,0.5947294557929206,0.8529799578059072,0.41138647019423985,0.28372423596304186,0.5018687975254544,0.4051875732708089,0.17513311267808324,0.6378683891804603,0.1868214152002995,0.7413073713490959,0.6762848119437267,0.7053481331987891,0.9091100801349642,0.32829781494469923,0.27323943661971833,0.7127333162873946,0.7279674796747967,0.4574951330304996,0.6390355257526037,0.5159115426105717,0.5408706545568431,0.410328771,0.2851813162214595,0.5200478755236386,0.34959124289871135,0.6712282289074869,0.3124558511890746,0.4438489343138477,0.49081990189208136,0.3890573119676628,0.5238678090575276,0.3866784556439729,0.8412996777658432,0.3071409609769047,0.34998196898665707,0.6485020342744421,0.7309717568214458,0.4033211370672671,0.3634543513080619,0.6687048360200111,0.7996697154471546,0.6642369727047146,0.44312326595323026,0.5113647843216487,0.8148148148148149,0.3083099668620954,0.44509803921568625,0.6986743102830527
2,0.5991325898389096,0.592471591,0.42909731113956473,0.5292374863558397,0.6678533755274261,0.5588747488278635,0.682871357,0.4662972032478413,0.5517291910902696,0.43186069938120597,0.5314224195935945,0.6585548483713966,0.24818420645958889,0.089721504,0.5549949545913219,0.7575565865317025,0.5526031831669813,0.7308775731310944,0.5623881360265917,0.7013008130081301,0.727190136,0.7193608218005421,0.38727076591154264,0.2284685248982149,0.38450684351629744,0.5936427398895687,0.2846598843008179,0.5506443120410143,0.3719746663650757,0,0.3422659852922847,0.4613875262789069,0.4429045762956547,0.46736026111791107,0.053345122,0.7227443609022557,0.5691531722856384,0.33835196538045437,0.14437184071014675,0.25083772139779803,0.000140726,0.3805392418579818,0.5037520844913841,0.6022611788617886,0.5063585607940446,0.34086405073325404,0.45449035256086473,0.6666666666666667,0.3736936018353301,0.7076923076923076,0.25761375850949475
3,0.7825278810408923,0.8407670454545455,0.6179577464788732,0.6143770466240449,0.6791930379746836,0.3666443402545212,0.3819474058280028,0.7796107745843538,0.53531653,0.39717945028061596,0.7339523617278967,0.530887308,0.8867253902024416,0.9046798736721218,0.7785786362981115,1,0.41570002697599134,0.4487540628385699,0.7517259013040143,0.92195122,0.44802076573653465,0.5582822085889569,0.45779395900755127,0.5209834011901033,0.8899393255256103,0.4573944187434711,0.9401555954518253,0.5129555216849107,0.7520922868129382,0.6249117023781493,0.4782500311604138,0.5321653819201122,0.5354410278619893,0.6193390452876377,0.8311229000884174,0.7775241675617616,0.040615875,0.2681211684096646,0.7515719393416348,0.7472474868358067,0.2797635800731776,0.49933262146289376,0.6448026681489717,0.8360010162601627,0.6647022332506203,0.47730875941339673,0.4999494898474593,0.7407407407407408,0.3740759622737701,0.5220211161387631,0.7413113579362236
4,0.3595105328376705,0.8944602272727273,0.6065941101152369,0.3039139248401684,0.5476002109704641,0.439919625,0.3987206823027718,0.5838381234695194,0.6657385697538101,0.5864153115556195,0.33858161754810934,0.8034444028453763,0.7861227012826456,0.6831754234855011,0.8040939887559463,0.96970336,0.24157000269759912,0.7570964247020585,0.3947839427256456,0.38097560975609757,0.5743024010382868,0.514909402,0.3972491909385113,0.4002505480739117,0.4691689008042895,0.37024324727652586,0.4494314781567924,0.1474296799224054,0.7561637638543315,0.6249117023781493,0.5013087373800325,0.6926419060967064,0.516096434,0.6358629130966953,0.5555555555555556,0.789607948,0.6830368993894346,0.5805986296429859,0.6042411539884108,0.784585926,0.9980298339431466,0.15990389749065667,0.6871873262923847,0.8902439024390245,0.7033188585607939,0.5,0.4999494898474593,0.7555804963212371,0.22227886821310225,0.6479638009049773,0.35883195987101396
5,0.6860285006195788,0.770596591,0.6560499359795136,0.5696242008420396,0.6103639240506329,0.42049564634963166,0.600142146,0.6679984534089446,0.29484173505275496,0.3364512879551015,0.5276544206701655,0.8566080119805317,0.876371504,0.8598908986505887,0.762145019,0.9091100801349642,0.4161046668465066,0.7345612134344529,0.5466632574789057,0.4434146341463414,0.5367942894224529,0.3294335853902125,0.31836569579288027,0.6767929846539305,0.5316777197685904,0.4769437397403372,0.04588071,0.23403076070389356,0.812146573,0.5625147162703085,0.3750467406207154,0.4615276804484934,0.6471777104085463,0.5587515299877601,0.32891246684350134,0.7912191192266381,0.6140164587204672,0.4779120086548864,0.7828874368142029,0.7348013403542365,0.2796228539262595,0.22971169247197007,0.5650361311839911,0.7741361788617888,0.6747828784119105,0.3749504558065795,0.48863521567835133,0.7555804963212371,0.3795564618914097,0.5289592760180994,0.5768541741311358
6,0.7218091697645602,0.794034091,0.62628041,0.33011071261500075,0.7277162447257384,0.48024112525117224,0.5830845771144277,0.48073205309962636,0.33279601406799525,0.5371995970643259,0.7192840802045486,0.5331336578060651,0.8001854427445525,0.7990238300315821,0.7284128585844024,0.9394067200899762,0.3840032371189641,0.6117009750812568,0.7541549475837381,0.713170732,0.4805970149253731,0.4725353117420458,0.456445523,0.7917319135609144,0.6403273599548469,0.5206685569318011,0.5697187312986236,0.436746571,0.7047048179144989,0.43748528372969153,0.5244920852548922,0.25914505956552214,0.2413743323227949,0.5738474092207263,0.4444444444444445,0.8404940923737917,0.006105654,0.3246483952398125,0.6444334853902108,0.7180469123982768,0.27877849704475094,0.4220501868659904,0.5817120622568094,0.8446392276422765,0.6102667493796525,0.5226912405866032,0.5226790584907566,0.8148148148148149,0.3530461381595718,0.5622926093514328,0.6560372626298818
7,0.7050805452292442,0.6798295454545455,0.2741677336747759,0.4378605956650553,0.7445938818565401,0.4476892163429338,0.3596304193319118,0.5790694677149119,0.4024032825322391,0.3623542955820982,0.714708653,0.6368401347809809,0.1114201823520321,0.29457364341085274,0.5541300273893613,0.8181498664417264,0.031022390072835193,0.6634886240520044,0.6612119662490411,0.48097560975609754,0.5944192083062946,0.328862891,0.39037216828478966,0.5302223614155966,0.6160575701989558,0.2772720489479182,0.6912028725314183,0.6885132326451433,0.23591947523184792,0.2500588650812338,0.4553159665960364,0.34309740714786274,0.48159376353399747,0.583843329,0.6622458001768348,0.9209183673469388,0.45553490841518446,0.15452578434908043,0.6481321661940574,0.5098133078027764,0.2783563186039966,0.592632141,0.5814341300722624,0.4832317073170732,0.5476116625310172,0.5397344431232659,0.482877058,0.8370120962713555,0.01720622,0.6996983408748114,0.45628806879254746
8,0.4574039653035936,0.48380681818181825,0.3793213828425096,0.6087634492437236,0.3602320675105485,0.33020763563295386,0.36062544420753373,0.5659234437427505,0.36855216881594366,0.5566268527845734,0.6552280985062576,0.5488581055784351,0.5558646267964765,0.674992822,0.4932968141848061,0.8787431463517503,0.203398975,0.7278439869989166,0.5827154180516492,0.7104065040650406,0.4513951979234263,0.48566129262376934,0.7342233009708738,0.7010648293141246,0.4838436574008748,0.5636472168333084,0.7001795332136446,0.7597339614798393,0.5653698258312598,0.5625147162703085,0.5003116041381029,0.31506657323055365,0.3484914104229826,0.4977560179518564,0.5555555555555556,0.9221267454350162,0.005840191,0.2781283808150018,0.7817778325730489,0.6337960746768789,0.2783563186039966,0.748932194,0.5580878265703169,0.5816819105691058,0.7363523573200992,0.5,0.6249116072330538,0.9185684000498815,0.34998725465205205,0.7481146304675717,0.41347187388032963
9,0.8768587360594797,0.9359375000000001,0.5966709346991038,0.5381256822080149,0.66271097,0.5677160080375084,0.41847903340440645,0.5652790308029386,0.6252930832356389,0.7485969204202043,0.7788992060287984,0.6476974915761887,0.6462679647658784,0.6448463967843813,0.8495026668588727,0.9091100801349642,0.3783382789317507,0.8147345612134345,0.7895678854512912,0.4172357723577236,0.5880597014925373,0.5681266942502495,0.15938511326860844,0.45255245850297526,0.49357979398899393,0.9562751828085361,0.2427688011170956,0.5204378550644312,0.7240443338611173,0.6249117023781493,0.5927957123270597,0.40644709180098115,0.4066695539194457,0.7241942064463485,0.497789567,0.7894736842105263,0.007432971,0.29976559682654164,0.5343360867957095,0.836285304,0.5240641711229946,0.4998665242925787,0.7220678154530294,0.8926575203252034,0.6718362282878411,0.5908640507332541,0.5681381957773513,0.7555804963212371,0.34361458067805256,0.5722473604826546,0.7339663203152992
